kod	adres	miasto	wojewodztwo	powiat
20-147	Al. Spółdzielczości Pracy	Lublin	lubelskie	M. Lublin
20-147	ul. Morzyckiej Faustyny	Lublin	lubelskie	M. Lublin
20-147	ul. Wiktoryn	Lublin	lubelskie	M. Lublin
20-148	ul. Petrykiewicza Władysława	Lublin	lubelskie	M. Lublin
20-148	ul. Zagrobskiej Zofii	Lublin	lubelskie	M. Lublin
20-148	ul. Związkowa	Lublin	lubelskie	M. Lublin
20-148	ul. Świętej Magdaleny	Lublin	lubelskie	M. Lublin
20-149	ul. Dłotlice	Lublin	lubelskie	M. Lublin
20-149	ul. Do Dysa	Lublin	lubelskie	M. Lublin
20-149	ul. Nasutowska	Lublin	lubelskie	M. Lublin
20-150	ul. Bursaki	Lublin	lubelskie	M. Lublin
20-150	ul. Ceramiczna	Lublin	lubelskie	M. Lublin
20-150	ul. Drukarska	Lublin	lubelskie	M. Lublin
20-150	ul. Rapackiego Mariana	Lublin	lubelskie	M. Lublin
20-151	ul. Stefczyka Franciszka	Lublin	lubelskie	M. Lublin
20-151	ul. Techniczna	Lublin	lubelskie	M. Lublin
20-151	ul. Transportowa	Lublin	lubelskie	M. Lublin
20-152	ul. Dożynkowa od 2 do 36, od 1 do 19	Lublin	lubelskie	M. Lublin
20-152	ul. Kosynierów	Lublin	lubelskie	M. Lublin
20-152	ul. Ziemiańska	Lublin	lubelskie	M. Lublin
20-153	ul. Bielskiego Konrada	Lublin	lubelskie	M. Lublin
20-153	ul. Sekutowicza Bolesława	Lublin	lubelskie	M. Lublin
20-154	ul. Proletariuszy	Lublin	lubelskie	M. Lublin
20-155	Poczta Lublin 050, ul. Koryzonowej 2 C	Lublin	lubelskie	M. Lublin
20-160	Poczta Lublin 012, Al. Spółdzielczości Pracy 36	Lublin	lubelskie	M. Lublin
20-201	ul. Kalinowszczyzna od 64 do ostatniego, od 33 do ostatniego	Lublin	lubelskie	M. Lublin
20-202	ul. Świdnicka	Lublin	lubelskie	M. Lublin
20-203	ul. Wrzosowa	Lublin	lubelskie	M. Lublin
20-204	ul. Azaliowa	Lublin	lubelskie	M. Lublin
20-204	ul. Krokusowa	Lublin	lubelskie	M. Lublin
20-204	ul. Zawilcowa	Lublin	lubelskie	M. Lublin
20-204	ul. Zimna	Lublin	lubelskie	M. Lublin
20-205	ul. Okólna	Lublin	lubelskie	M. Lublin
20-205	ul. Słomiany Rynek	Lublin	lubelskie	M. Lublin
20-205	ul. Tatarska	Lublin	lubelskie	M. Lublin
20-205	ul. Towarowa	Lublin	lubelskie	M. Lublin
20-207	ul. Turystyczna od 2 do 46, od 1 do 17	Lublin	lubelskie	M. Lublin
20-208	Pl. Rządu Ludowego R.P.	Lublin	lubelskie	M. Lublin
20-209	ul. Mełgiewska od 2 do 10, od 1 do 11	Lublin	lubelskie	M. Lublin
20-210	ul. Tokarska	Lublin	lubelskie	M. Lublin
20-211	ul. Gospodarcza od 34 do ostatniego, od 21 do ostatniego	Lublin	lubelskie	M. Lublin
20-212	ul. Łęczyńska od 72 do ostatniego, od 63 do ostatniego	Lublin	lubelskie	M. Lublin
20-213	ul. Gospodarcza od 14 do 32, od 1 do 19	Lublin	lubelskie	M. Lublin
20-214	ul. Montażowa	Lublin	lubelskie	M. Lublin
20-214	ul. Motorowa	Lublin	lubelskie	M. Lublin
20-215	ul. Graffa Emanuela	Lublin	lubelskie	M. Lublin
20-215	ul. Kresowa	Lublin	lubelskie	M. Lublin
20-216	Poczta Lublin 014, ul. Montażowa 14	Lublin	lubelskie	M. Lublin
20-217	ul. Gospodarcza od 2 do 12	Lublin	lubelskie	M. Lublin
20-218	ul. Hutnicza	Lublin	lubelskie	M. Lublin
20-218	ul. Maszynowa	Lublin	lubelskie	M. Lublin
20-219	ul. Odlewnicza	Lublin	lubelskie	M. Lublin
20-220	ul. Łęczyńska od 60 do 70	Lublin	lubelskie	M. Lublin
20-221	ul. Dębowa	Lublin	lubelskie	M. Lublin
20-221	ul. Goździkowa	Lublin	lubelskie	M. Lublin
20-222	ul. Jałowcowa	Lublin	lubelskie	M. Lublin
20-222	ul. Konwaliowa	Lublin	lubelskie	M. Lublin
20-222	ul. Malwowa	Lublin	lubelskie	M. Lublin
20-223	ul. Dożynkowa od 38 do ostatniego, od 21 do ostatniego	Lublin	lubelskie	M. Lublin
20-224	ul. Barwinkowa	Lublin	lubelskie	M. Lublin
20-224	ul. Bluszczowa	Lublin	lubelskie	M. Lublin
20-224	ul. Cyprysowa	Lublin	lubelskie	M. Lublin
20-224	ul. Poziomkowa	Lublin	lubelskie	M. Lublin
20-224	ul. Rumiankowa	Lublin	lubelskie	M. Lublin
20-225	ul. Żonkilowa	Lublin	lubelskie	M. Lublin
20-225	ul. Żurawinowa	Lublin	lubelskie	M. Lublin
20-225	ul. Forsycjowa	Lublin	lubelskie	M. Lublin
20-225	ul. Kminkowa	Lublin	lubelskie	M. Lublin
20-225	ul. Narcyzowa	Lublin	lubelskie	M. Lublin
20-225	ul. Nasturcjowa	Lublin	lubelskie	M. Lublin
20-225	ul. Orzechowa	Lublin	lubelskie	M. Lublin
20-225	ul. Peoniowa	Lublin	lubelskie	M. Lublin
20-226	ul. Dereniowa	Lublin	lubelskie	M. Lublin
20-226	ul. Jeżynowa	Lublin	lubelskie	M. Lublin
20-226	ul. Palmowa	Lublin	lubelskie	M. Lublin
20-226	ul. Paprociowa	Lublin	lubelskie	M. Lublin
20-226	ul. Pigwowa	Lublin	lubelskie	M. Lublin
20-226	ul. Szarotkowa	Lublin	lubelskie	M. Lublin
20-226	ul. Wawrzynowa	Lublin	lubelskie	M. Lublin
20-227	ul. Trześniowska od 30 do ostatniego, od 51 do ostatniego	Lublin	lubelskie	M. Lublin
20-228	ul. Jakubowicka	Lublin	lubelskie	M. Lublin
20-228	ul. Łagiewnicka	Lublin	lubelskie	M. Lublin
20-228	ul. Zawieprzycka	Lublin	lubelskie	M. Lublin
20-229	ul. Kijańska	Lublin	lubelskie	M. Lublin
20-229	ul. Łuszczowska	Lublin	lubelskie	M. Lublin
20-230	ul. Turystyczna od 48 do 136, od 19 do 61	Lublin	lubelskie	M. Lublin
20-231	ul. Hajdowska	Lublin	lubelskie	M. Lublin
20-231	ul. Zadębie od 2 do 78, od 1 do 83	Lublin	lubelskie	M. Lublin
20-232	ul. Kasprowicza Jana	Lublin	lubelskie	M. Lublin
20-233	ul. Dziubińskiej Heleny od 2 do 80, od 1 do 73	Lublin	lubelskie	M. Lublin
20-234	ul. Mełgiewska od 12 do 150, od 13 do 151	Lublin	lubelskie	M. Lublin
20-234	ul. Metalurgiczna	Lublin	lubelskie	M. Lublin
20-235	ul. Tyszowiecka	Lublin	lubelskie	M. Lublin
20-240	ul. Kiwerskiego Wojciecha	Lublin	lubelskie	M. Lublin
20-241	ul. Kustronia Józefa	Lublin	lubelskie	M. Lublin
20-243	ul. Kleeberga Franciszka	Lublin	lubelskie	M. Lublin
20-244	ul. Orlika Ruckemana Wilhelma	Lublin	lubelskie	M. Lublin
20-245	Poczta Lublin 025, ul. Daszyńskiego 3	Lublin	lubelskie	M. Lublin
20-246	ul. Niepodległości	Lublin	lubelskie	M. Lublin
20-247	ul. Tumidajskiego Kazimierza	Lublin	lubelskie	M. Lublin
20-248	ul. Wołyńska	Lublin	lubelskie	M. Lublin
20-249	Al. Generała Andersa Władysława	Lublin	lubelskie	M. Lublin
20-250	ul. Daszyńskiego Ignacego	Lublin	lubelskie	M. Lublin
20-251	ul. Mełgiewska od 152 do ostatniego, od 153 do ostatniego	Lublin	lubelskie	M. Lublin
20-252	ul. Dziubińskiej Heleny od 82 do ostatniego, od 75 do ostatniego	Lublin	lubelskie	M. Lublin
20-253	ul. Zadębie od 80 do ostatniego, od 85 do ostatniego	Lublin	lubelskie	M. Lublin
20-254	ul. Jarmarczna	Lublin	lubelskie	M. Lublin
20-254	ul. Turystyczna od 138 do ostatniego, od 63 do ostatniego	Lublin	lubelskie	M. Lublin
20-255	ul. Torowa	Lublin	lubelskie	M. Lublin
20-255	ul. Zagrodna	Lublin	lubelskie	M. Lublin
20-256	ul. Grodzickiego Tadeusza	Lublin	lubelskie	M. Lublin
20-256	ul. Naftowa	Lublin	lubelskie	M. Lublin
20-256	ul. Wiertnicza	Lublin	lubelskie	M. Lublin
20-256	ul. Zabytkowa	Lublin	lubelskie	M. Lublin
20-257	ul. Lipeckiego Teodora	Lublin	lubelskie	M. Lublin
20-257	ul. Pliszczyńska	Lublin	lubelskie	M. Lublin
20-257	ul. Łysakowska	Lublin	lubelskie	M. Lublin
20-258	Poczta Lublin 062, ul. Turystyczna 132	Lublin	lubelskie	M. Lublin
20-258	ul. Łuszczów Pierwszy (wieś)	Lublin	lubelskie	M. Lublin
20-258	ul. Łuszczów Drugi (wieś)	Lublin	lubelskie	M. Lublin
20-258	ul. Biskupie (wieś)	Lublin	lubelskie	M. Lublin
20-258	ul. Długie (wieś)	Lublin	lubelskie	M. Lublin
20-258	ul. Jakubowice Murowane (wieś)	Lublin	lubelskie	M. Lublin
20-258	ul. Pliszczyn (wieś)	Lublin	lubelskie	M. Lublin
20-258	ul. Rudnik (wieś)	Lublin	lubelskie	M. Lublin
20-258	ul. Turka (wieś)	Lublin	lubelskie	M. Lublin
20-258	ul. Łysaków (wieś)	Lublin	lubelskie	M. Lublin
20-258	ul. Wólka Lubelska (wieś)	Lublin	lubelskie	M. Lublin
20-258	ul. Świdnik Duży (wieś)	Lublin	lubelskie	M. Lublin
20-258	ul. Świdnik Mały (wieś)	Lublin	lubelskie	M. Lublin
20-259	ul. Bławatkowa	Lublin	lubelskie	M. Lublin
20-259	ul. Biskupie	Lublin	lubelskie	M. Lublin
20-259	ul. Dojazdowa	Lublin	lubelskie	M. Lublin
20-260	ul. Grygowej Antoniny	Lublin	lubelskie	M. Lublin
20-262	ul. Dobrzańskiego Bohdana	Lublin	lubelskie	M. Lublin
20-270	ul. Rataja Macieja	Lublin	lubelskie	M. Lublin
20-278	ul. Felin	Lublin	lubelskie	M. Lublin
20-279	ul. Krępiecka	Lublin	lubelskie	M. Lublin
20-280	ul. Doświadczalna	Lublin	lubelskie	M. Lublin
20-281	ul. Kazimierza Jagiellończyka	Lublin	lubelskie	M. Lublin
20-281	ul. Władysława Jagiełły	Lublin	lubelskie	M. Lublin
20-282	ul. Królowej Jadwigi	Lublin	lubelskie	M. Lublin
20-283	ul. Zygmunta Augusta	Lublin	lubelskie	M. Lublin
20-290	Poczta Lublin 027, ul. Władysława Jagiełły 10	Lublin	lubelskie	M. Lublin
20-301	ul. Bronowicka	Lublin	lubelskie	M. Lublin
20-301	ul. Fabryczna	Lublin	lubelskie	M. Lublin
20-301	ul. Słupkowa	Lublin	lubelskie	M. Lublin
20-302	ul. Bystrzycka	Lublin	lubelskie	M. Lublin
20-302	ul. Czerniejowska	Lublin	lubelskie	M. Lublin
20-302	ul. Parkowa	Lublin	lubelskie	M. Lublin
20-303	ul. Hrubieszowska	Lublin	lubelskie	M. Lublin
20-303	ul. Skibińska	Lublin	lubelskie	M. Lublin
20-304	ul. Biłgorajska	Lublin	lubelskie	M. Lublin
20-304	ul. Chełmska	Lublin	lubelskie	M. Lublin
20-304	ul. Podlaska	Lublin	lubelskie	M. Lublin
20-304	ul. Zgodna	Lublin	lubelskie	M. Lublin
20-305	ul. Drewniana	Lublin	lubelskie	M. Lublin
20-305	ul. Składowa	Lublin	lubelskie	M. Lublin
20-306	ul. Firlejowska	Lublin	lubelskie	M. Lublin
20-307	ul. Kościelna	Lublin	lubelskie	M. Lublin
20-309	ul. Łęczyńska od 2 do 58, od 1 do 41	Lublin	lubelskie	M. Lublin
20-310	ul. Boczna Łęczyńskiej	Lublin	lubelskie	M. Lublin
20-310	ul. Ceglana	Lublin	lubelskie	M. Lublin
20-310	ul. Polna	Lublin	lubelskie	M. Lublin
20-310	ul. Szklana	Lublin	lubelskie	M. Lublin
20-311	ul. Żytnia	Lublin	lubelskie	M. Lublin
20-311	ul. Mieszczańska	Lublin	lubelskie	M. Lublin
20-311	ul. Placowa	Lublin	lubelskie	M. Lublin
20-311	ul. Przymieszczańska	Lublin	lubelskie	M. Lublin
20-313	ul. Łęczyńska od 43 do 61	Lublin	lubelskie	M. Lublin
20-314	ul. Krzemionki	Lublin	lubelskie	M. Lublin
20-314	ul. Przyjaźni	Lublin	lubelskie	M. Lublin
20-315	Al. Witosa Wincentego	Lublin	lubelskie	M. Lublin
20-315	ul. Majdanek	Lublin	lubelskie	M. Lublin
20-316	ul. Majdan Tatarski	Lublin	lubelskie	M. Lublin
20-316	ul. Przecznica	Lublin	lubelskie	M. Lublin
20-317	ul. Plagego i Laśkiewicza	Lublin	lubelskie	M. Lublin
20-317	ul. Rolna	Lublin	lubelskie	M. Lublin
20-317	ul. Rozdroże	Lublin	lubelskie	M. Lublin
20-318	ul. Rudlickiego Jerzego	Lublin	lubelskie	M. Lublin
20-319	ul. Droga Męczenników Majdanka od 20 do 30	Lublin	lubelskie	M. Lublin
20-320	ul. Krańcowa od 100 do ostatniego	Lublin	lubelskie	M. Lublin
20-321	ul. Pogodna od 2 do 6, od 1 do 5	Lublin	lubelskie	M. Lublin
20-322	ul. Lotnicza od 2 do 8, od 1 do 7	Lublin	lubelskie	M. Lublin
20-323	ul. Jastrzębia	Lublin	lubelskie	M. Lublin
20-323	ul. Puchacza	Lublin	lubelskie	M. Lublin
20-323	ul. Sowia	Lublin	lubelskie	M. Lublin
20-324	Poczta Lublin 010, ul. Krańcowa 106	Lublin	lubelskie	M. Lublin
20-325	ul. Droga Męczenników Majdanka od 2 do 18, od 44 do ostatniego, od 1 do ostatniego	Lublin	lubelskie	M. Lublin
20-326	ul. Dulęby Kazimierza od 2 do ostatniego	Lublin	lubelskie	M. Lublin
20-327	ul. Wrońska	Lublin	lubelskie	M. Lublin
20-328	ul. Azotowa	Lublin	lubelskie	M. Lublin
20-328	ul. Herc Lucyny	Lublin	lubelskie	M. Lublin
20-329	ul. Chemiczna	Lublin	lubelskie	M. Lublin
20-329	ul. Rolna Osada	Lublin	lubelskie	M. Lublin
20-330	ul. Grabskiego Władysława	Lublin	lubelskie	M. Lublin
20-330	ul. Jaskółcza	Lublin	lubelskie	M. Lublin
20-330	ul. Wylotowa	Lublin	lubelskie	M. Lublin
20-331	ul. Grenadierów	Lublin	lubelskie	M. Lublin
20-331	ul. Pancerniaków	Lublin	lubelskie	M. Lublin
20-333	Poczta Lublin 061, ul. Pogodna 34	Lublin	lubelskie	M. Lublin
20-334	ul. Droga Męczenników Majdanka od 32 do 42	Lublin	lubelskie	M. Lublin
20-335	ul. Gilowa	Lublin	lubelskie	M. Lublin
20-335	ul. Szczygla	Lublin	lubelskie	M. Lublin
20-335	ul. Łabędzia	Lublin	lubelskie	M. Lublin
20-336	ul. Słowicza	Lublin	lubelskie	M. Lublin
20-336	ul. Sokola	Lublin	lubelskie	M. Lublin
20-337	ul. Jesienna	Lublin	lubelskie	M. Lublin
20-337	ul. Pogodna od 8 do ostatniego, od 7 do ostatniego	Lublin	lubelskie	M. Lublin
20-337	ul. Zimowa	Lublin	lubelskie	M. Lublin
20-338	ul. Krańcowa od 97 do ostatniego	Lublin	lubelskie	M. Lublin
20-340	ul. Garbarska	Lublin	lubelskie	M. Lublin
20-341	ul. Kamienna	Lublin	lubelskie	M. Lublin
20-341	ul. Kręta	Lublin	lubelskie	M. Lublin
20-341	ul. Przesmyk	Lublin	lubelskie	M. Lublin
20-341	ul. Sucha	Lublin	lubelskie	M. Lublin
20-342	ul. Żelazna od 2 do 58, od 1 do 69	Lublin	lubelskie	M. Lublin
20-343	ul. Pawia od 40 do 74, od 47 do 71	Lublin	lubelskie	M. Lublin
20-344	ul. Wspólna od 2 do 70, od 1 do 53	Lublin	lubelskie	M. Lublin
20-346	ul. Długa od 2 do 60, od 1 do 61	Lublin	lubelskie	M. Lublin
20-347	ul. Rozstajna od 2 do 22, od 1 do 19	Lublin	lubelskie	M. Lublin
20-348	ul. Pawia od 76 do ostatniego, od 73 do ostatniego	Lublin	lubelskie	M. Lublin
20-349	ul. Czereśniowa	Lublin	lubelskie	M. Lublin
20-349	ul. Elektryczna	Lublin	lubelskie	M. Lublin
20-350	ul. Akacjowa	Lublin	lubelskie	M. Lublin
20-350	ul. Dobra	Lublin	lubelskie	M. Lublin
20-350	ul. Równa	Lublin	lubelskie	M. Lublin
20-351	ul. Jesionowa	Lublin	lubelskie	M. Lublin
20-352	ul. Startowa	Lublin	lubelskie	M. Lublin
20-352	ul. Topolowa	Lublin	lubelskie	M. Lublin
20-352	ul. Wirowa	Lublin	lubelskie	M. Lublin
20-353	ul. Bukowa	Lublin	lubelskie	M. Lublin
20-353	ul. Smolna	Lublin	lubelskie	M. Lublin
20-353	ul. Wierzbowa	Lublin	lubelskie	M. Lublin
20-354	ul. Lotnicza od 10 do ostatniego, od 9 do ostatniego	Lublin	lubelskie	M. Lublin
20-355	ul. Olchowa	Lublin	lubelskie	M. Lublin
20-356	ul. Krańcowa od 2 do 98, od 1 do 95	Lublin	lubelskie	M. Lublin
20-357	ul. Dulęby Kazimierza od 1 do ostatniego	Lublin	lubelskie	M. Lublin
20-358	ul. Bogusławskiego Wojciecha	Lublin	lubelskie	M. Lublin
20-358	ul. Kosmonautów	Lublin	lubelskie	M. Lublin
20-358	ul. Kossaka Juliusza	Lublin	lubelskie	M. Lublin
20-358	ul. Krasickiego Ignacego	Lublin	lubelskie	M. Lublin
20-359	ul. Żmichowskiej Narcyzy	Lublin	lubelskie	M. Lublin
